id,rouge1,rouge2,rougel,bertscore_precision,bertscore_recall,bertscore_f1,method
93,0.24137931034482754,0.05384615384615385,0.12643678160919541,0.5458241701126099,0.5860116481781006,0.5652044415473938,BERTScore-deberta-xlarge-mnli
94,0.3607361963190184,0.07626076260762607,0.16441717791411042,0.5163179039955139,0.5554371476173401,0.5351635813713074,BERTScore-deberta-xlarge-mnli
95,0.4763860369609856,0.15257731958762888,0.14373716632443528,0.677915096282959,0.6610621213912964,0.6693825721740723,BERTScore-deberta-xlarge-mnli
96,0.4309252217997465,0.12960609911054638,0.2002534854245881,0.6069265604019165,0.6725444793701172,0.6380528807640076,BERTScore-deberta-xlarge-mnli
97,0.41046831955922863,0.11049723756906077,0.15977961432506887,0.6309865713119507,0.6441769003868103,0.6375135183334351,BERTScore-deberta-xlarge-mnli
98,0.43817204301075263,0.10242587601078168,0.17204301075268819,0.5942010879516602,0.6566820740699768,0.6238811612129211,BERTScore-deberta-xlarge-mnli
99,0.4295874822190611,0.11982881597717544,0.17069701280227595,0.6222751140594482,0.6426780819892883,0.6323120594024658,BERTScore-deberta-xlarge-mnli
100,0.31387808041504545,0.10923276983094926,0.14526588845654995,0.5866514444351196,0.6888682842254639,0.6336641907691956,BERTScore-deberta-xlarge-mnli
101,0.32558139534883723,0.04938271604938271,0.14500683994528044,0.5616956949234009,0.6053137183189392,0.582689642906189,BERTScore-deberta-xlarge-mnli
102,0.3810930576070901,0.11851851851851851,0.19202363367799113,0.6070462465286255,0.6529650688171387,0.6291689872741699,BERTScore-deberta-xlarge-mnli
103,0.37711864406779655,0.059447983014862,0.125,0.5550974607467651,0.5895454287528992,0.571803092956543,BERTScore-deberta-xlarge-mnli
104,0.2902711323763955,0.09600000000000002,0.14354066985645933,0.5668780207633972,0.6684545278549194,0.6134901642799377,BERTScore-deberta-xlarge-mnli
105,0.48859934853420195,0.24509803921568626,0.26384364820846906,0.6426491141319275,0.738815426826477,0.6873851418495178,BERTScore-deberta-xlarge-mnli
106,0.4581673306772908,0.12799999999999997,0.19920318725099603,0.668357789516449,0.6229768395423889,0.6448699235916138,BERTScore-deberta-xlarge-mnli
107,0.2710843373493976,0.09969788519637461,0.11746987951807229,0.5160242319107056,0.609652578830719,0.558944582939148,BERTScore-deberta-xlarge-mnli
108,0.43112244897959184,0.14066496163682865,0.18112244897959184,0.5696148872375488,0.6350523829460144,0.6005563139915466,BERTScore-deberta-xlarge-mnli
109,0.41494845360824745,0.09560723514211888,0.18556701030927833,0.6032929420471191,0.6424554586410522,0.6222586631774902,BERTScore-deberta-xlarge-mnli
110,0.3171171171171171,0.07233273056057866,0.14054054054054052,0.5652111768722534,0.6098824739456177,0.5866976976394653,BERTScore-deberta-xlarge-mnli
111,0.31484794275491945,0.06463195691202873,0.15384615384615385,0.5762047171592712,0.5895711183547974,0.5828113555908203,BERTScore-deberta-xlarge-mnli
112,0.2677685950413223,0.07960199004975124,0.1586776859504132,0.5729975700378418,0.6440396308898926,0.6064451336860657,BERTScore-deberta-xlarge-mnli
113,0.2747747747747748,0.05417607223476298,0.12387387387387386,0.46490949392318726,0.5545783638954163,0.5058005452156067,BERTScore-deberta-xlarge-mnli
114,0.4,0.11307420494699646,0.18245614035087718,0.6241122484207153,0.682714581489563,0.6520994901657104,BERTScore-deberta-xlarge-mnli
115,0.4094488188976378,0.12137203166226913,0.1889763779527559,0.6085500717163086,0.663766622543335,0.6349601745605469,BERTScore-deberta-xlarge-mnli
116,0.37974683544303794,0.08375634517766496,0.14936708860759493,0.5681406259536743,0.5996966361999512,0.5834922790527344,BERTScore-deberta-xlarge-mnli
117,0.4478764478764479,0.16279069767441862,0.21235521235521237,0.6530165076255798,0.6736644506454468,0.663179874420166,BERTScore-deberta-xlarge-mnli
118,0.30656934306569344,0.06356968215158924,0.1508515815085158,0.5901641845703125,0.6679781675338745,0.6266648173332214,BERTScore-deberta-xlarge-mnli
119,0.3298245614035088,0.0704225352112676,0.17192982456140352,0.5430917143821716,0.5777718424797058,0.5598952770233154,BERTScore-deberta-xlarge-mnli
120,0.4117647058823529,0.10187667560321716,0.18181818181818182,0.6027007102966309,0.609247088432312,0.6059561967849731,BERTScore-deberta-xlarge-mnli
121,0.35585585585585583,0.09954751131221719,0.16666666666666666,0.5933277606964111,0.679134726524353,0.6333380937576294,BERTScore-deberta-xlarge-mnli
122,0.3193997856377278,0.05800214822771214,0.13719185423365488,0.5159928798675537,0.5738875865936279,0.5434024930000305,BERTScore-deberta-xlarge-mnli
123,0.15953307392996108,0.04296874999999999,0.10505836575875487,0.49051952362060547,0.5926254987716675,0.5367598533630371,BERTScore-deberta-xlarge-mnli
